"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"AGM00060461","ORAN PORT, AG","2013-03-07","0.00","65","68","60"
"AGM00060461","ORAN PORT, AG","2013-03-08","0.00","67","70","64"
"AGM00060461","ORAN PORT, AG","2013-03-09","0.00","65","72","60"
"AGM00060461","ORAN PORT, AG","2013-03-10",,"62","66","56"
"AGM00060461","ORAN PORT, AG","2013-03-11","0.00","61","64","58"
"AGM00060461","ORAN PORT, AG","2013-03-12","0.00","61","66",
"AGM00060461","ORAN PORT, AG","2013-03-13","0.08","57","63",
"AGM00060461","ORAN PORT, AG","2013-03-14","0.00","56","58","54"
"AGM00060461","ORAN PORT, AG","2013-03-15","0.00","57","62","49"
"AGM00060461","ORAN PORT, AG","2013-03-16","0.00","58","62","52"
"AGM00060461","ORAN PORT, AG","2013-03-17","0.00","71","76","62"
"AGM00060461","ORAN PORT, AG","2013-03-18","0.03","67","71","62"
"AGM00060461","ORAN PORT, AG","2013-03-19","0.00","64","68","59"
"AGM00060461","ORAN PORT, AG","2013-03-20","0.02","61","65",
"AGM00060461","ORAN PORT, AG","2013-03-21","0.00","61","68","52"
"AGM00060461","ORAN PORT, AG","2013-03-22","0.00","63","70","55"
"AGM00060461","ORAN PORT, AG","2013-03-23","0.00","57","61",
"AGM00060461","ORAN PORT, AG","2013-03-24","0.24","60","62","52"
"AGM00060461","ORAN PORT, AG","2013-03-25","0.00","62","65","58"
"AGM00060461","ORAN PORT, AG","2013-03-26","0.00","64","69","56"
"AGM00060461","ORAN PORT, AG","2013-03-27","0.00","66","73","58"
"AGM00060461","ORAN PORT, AG","2013-03-28","0.04","64","68","58"
"AGM00060461","ORAN PORT, AG","2013-03-29","0.00","66","73","58"
"AGM00060461","ORAN PORT, AG","2013-03-30","0.00","68","71","63"
"AGM00060461","ORAN PORT, AG","2013-03-31","0.00","67","72","60"
"AGM00060461","ORAN PORT, AG","2013-04-01","0.01","65","69","61"
"AGM00060461","ORAN PORT, AG","2013-04-02","0.00","64","68","59"
"AGM00060461","ORAN PORT, AG","2013-04-03","0.00","64","75","55"
"AGM00060461","ORAN PORT, AG","2013-04-04","0.00","62","66","59"
"AGM00060461","ORAN PORT, AG","2013-04-05","0.28","63","69","56"
"AGM00060461","ORAN PORT, AG","2013-04-06","0.24","54","59","50"
"AGM00060461","ORAN PORT, AG","2013-04-07",,"59","63","54"
"AGM00060461","ORAN PORT, AG","2013-04-08","0.00","60","66","52"
"AGM00060461","ORAN PORT, AG","2013-04-09","0.00","65","72","55"
"AGM00060461","ORAN PORT, AG","2013-04-10","0.00","66","71","60"
"AGM00060461","ORAN PORT, AG","2013-04-11","0.00","67","72","58"
"AGM00060461","ORAN PORT, AG","2013-04-12","0.00","65","71","60"
"AGM00060461","ORAN PORT, AG","2013-04-13","0.03","64","68","60"
"AGM00060461","ORAN PORT, AG","2013-04-14","0.00","62","63","60"
"AGM00060461","ORAN PORT, AG","2013-04-15","0.00","62","65","60"
"AGM00060461","ORAN PORT, AG","2013-04-16","0.01","61","62","60"
"AGM00060461","ORAN PORT, AG","2013-04-17","0.00","61","63","59"
"AGM00060461","ORAN PORT, AG","2013-04-18","0.00","60","63","59"
"AGM00060461","ORAN PORT, AG","2013-04-19","0.00","62","65","60"
"AGM00060461","ORAN PORT, AG","2013-04-20","0.00","62","64","62"
"AGM00060461","ORAN PORT, AG","2013-04-21","0.00","63","66",
"AGM00060461","ORAN PORT, AG","2013-04-22","0.00","63","66","57"
"AGM00060461","ORAN PORT, AG","2013-04-23","0.00","61","63","59"
"AGM00060461","ORAN PORT, AG","2013-04-24","0.00","60","63",
"AGM00060461","ORAN PORT, AG","2013-04-25","0.55","58","59","57"
"AGM00060461","ORAN PORT, AG","2013-04-26","3.82","63","67",
"AGM00060461","ORAN PORT, AG","2013-04-27","0.00","69","72","60"
"AGM00060461","ORAN PORT, AG","2013-04-28","0.00","61","65",
"AGM00060461","ORAN PORT, AG","2013-04-29","0.12","58","63","51"
"AGM00060461","ORAN PORT, AG","2013-04-30","0.00","61","67","54"
"AGM00060461","ORAN PORT, AG","2015-11-25","0.00","61","65","52"
"AGM00060461","ORAN PORT, AG","2015-11-28","0.00","61","67","53"
"AGM00060461","ORAN PORT, AG","2015-12-01",,"62","67",
"AGM00060461","ORAN PORT, AG","2015-12-02","0.00","60","65","52"
"AGM00060461","ORAN PORT, AG","2015-12-04","0.00","59","67","54"
"AGM00060461","ORAN PORT, AG","2015-12-05",,"60","66",
"AGM00060461","ORAN PORT, AG","2015-12-09","0.00","61","66","55"
"AGM00060461","ORAN PORT, AG","2015-12-13","0.00","60","65","53"
"AGM00060461","ORAN PORT, AG","2015-12-14","0.00","60","67","53"
"AGM00060461","ORAN PORT, AG","2015-12-17","0.00","63","68",
"AGM00060461","ORAN PORT, AG","2015-12-18","0.00","60","67",
"AGM00060461","ORAN PORT, AG","2015-12-21","0.00","60","65","52"
"AGM00060461","ORAN PORT, AG","2015-12-22","0.00","61","66","56"
"AGM00060461","ORAN PORT, AG","2015-12-25","0.00","58","64","53"
"AGM00060461","ORAN PORT, AG","2015-12-26","0.00","60","66","55"
"AGM00060461","ORAN PORT, AG","2015-12-29","0.00","63","69","51"
"AGM00060461","ORAN PORT, AG","2015-12-30","0.00","63","68","58"
"AGM00060461","ORAN PORT, AG","2016-01-02","0.00","64","72","55"
"AGM00060461","ORAN PORT, AG","2016-01-03","0.00","65","70","59"
"AGM00060461","ORAN PORT, AG","2016-01-06","0.00","59","61","56"
"AGM00060461","ORAN PORT, AG","2016-01-07","0.00","62","69","53"
"AGM00060461","ORAN PORT, AG","2016-01-10","0.00","61","68","56"
"AGM00060461","ORAN PORT, AG","2016-01-11","0.00","65","72","56"
"AGM00060461","ORAN PORT, AG","2016-01-14","0.00","60","65","53"
"AGM00060461","ORAN PORT, AG","2016-01-15","0.00","62","67",
"AGM00060461","ORAN PORT, AG","2016-01-18","0.00","56","66","45"
"AGM00060461","ORAN PORT, AG","2016-01-19","0.00","60","64",
"AGM00060461","ORAN PORT, AG","2016-01-22","0.00","59","66","52"
"AGM00060461","ORAN PORT, AG","2016-01-23","0.00","61","67","56"
"AGM00060461","ORAN PORT, AG","2016-01-26","0.00","58","62","54"
"AGM00060461","ORAN PORT, AG","2016-01-27","0.00","60",,"57"
"AGM00060461","ORAN PORT, AG","2016-01-30","0.00","60","62",
"AGM00060461","ORAN PORT, AG","2016-01-31","0.08","60","66","54"
"AGM00060461","ORAN PORT, AG","2016-02-03","0.00","59","63","52"
"AGM00060461","ORAN PORT, AG","2016-02-07","0.00","63","66","58"
"AGM00060461","ORAN PORT, AG","2016-02-08","0.00","62","67","57"
"AGM00060461","ORAN PORT, AG","2016-02-11","0.00","67","70","64"
"AGM00060461","ORAN PORT, AG","2016-02-12","0.00","67",,"63"
"AGM00060461","ORAN PORT, AG","2016-02-15","0.02","57","60","53"
"AGM00060461","ORAN PORT, AG","2016-02-16","0.12","50","54",
"AGM00060461","ORAN PORT, AG","2016-02-19","0.00","59","63","55"
"AGM00060461","ORAN PORT, AG","2016-02-20",,"60","63",
"AGM00060461","ORAN PORT, AG","2016-02-23","0.00","63","68","59"
"AGM00060461","ORAN PORT, AG","2016-02-24","0.00","62","67","53"
"AGM00060461","ORAN PORT, AG","2016-02-27","0.12","52","54",
"AGM00060461","ORAN PORT, AG","2016-02-28","0.04","53","57","43"
"AGM00060461","ORAN PORT, AG","2016-03-02","0.00","61","70","50"
"AGM00060461","ORAN PORT, AG","2016-03-03","0.00","63","66","55"
"AGM00060461","ORAN PORT, AG","2016-03-06","0.08","57","59","52"
"AGM00060461","ORAN PORT, AG","2016-03-07","0.00","54","58","50"
"AGM00060461","ORAN PORT, AG","2016-03-10","0.20","57","59","51"
"AGM00060461","ORAN PORT, AG","2016-03-11","0.00","57","62","49"
"AGM00060461","ORAN PORT, AG","2016-03-14","0.00","59","66","52"
"AGM00060461","ORAN PORT, AG","2016-03-15","0.00","59","63","52"
"AGM00060461","ORAN PORT, AG","2016-03-17",,"62","66",
"AGM00060461","ORAN PORT, AG","2016-03-18","0.00","59","63","53"
"AGM00060461","ORAN PORT, AG","2016-03-19","0.00","58","63",
"AGM00060461","ORAN PORT, AG","2016-03-21","0.00","58","62","55"
"AGM00060461","ORAN PORT, AG","2016-03-22","0.08","56","59",
"AGM00060461","ORAN PORT, AG","2016-03-23","1.69","59","63","55"
"AGM00060461","ORAN PORT, AG","2016-03-24","0.00","60","63","54"
"AGM00060461","ORAN PORT, AG","2016-03-25","0.00","64","70","53"
"AGM00060461","ORAN PORT, AG","2016-03-26","0.00","65","72","54"
"AGM00060461","ORAN PORT, AG","2016-03-27","0.00","65","70","57"
"AGM00060461","ORAN PORT, AG","2016-03-28","0.00","65",,"59"
"AGM00060461","ORAN PORT, AG","2016-03-29","0.00","63","67","56"
"AGM00060461","ORAN PORT, AG","2016-03-30","0.00","63","68","57"
"AGM00060461","ORAN PORT, AG","2016-03-31","0.00","64","66","60"
"AGM00060461","ORAN PORT, AG","2016-04-01","0.00","61","63","58"
"AGM00060461","ORAN PORT, AG","2016-04-02","0.00","59","66","51"
"AGM00060461","ORAN PORT, AG","2016-04-03","0.00","62","65","57"
"AGM00060461","ORAN PORT, AG","2016-04-04","0.00","61","67","56"
"AGM00060461","ORAN PORT, AG","2016-04-05","0.16","59","61","56"
"AGM00060461","ORAN PORT, AG","2016-04-06","0.63","59","60","56"
"AGM00060461","ORAN PORT, AG","2016-04-07","0.12","62","65","58"
"AGM00060461","ORAN PORT, AG","2016-04-08","0.00","63","72",
"AGM00060461","ORAN PORT, AG","2016-04-09","0.00","63","69","52"
"AGM00060461","ORAN PORT, AG","2016-04-10","0.00","63","69","53"
"AGM00060461","ORAN PORT, AG","2016-04-11","0.00","63","67","57"
"AGM00060461","ORAN PORT, AG","2016-04-12","0.00","65","68","58"
"AGM00060461","ORAN PORT, AG","2016-04-13","0.00","65","68","60"
"AGM00060461","ORAN PORT, AG","2016-04-14","0.00","64","68","58"
"AGM00060461","ORAN PORT, AG","2016-04-15","0.00","65",,"58"
"AGM00060461","ORAN PORT, AG","2016-04-16","0.00","68","72","60"
"AGM00060461","ORAN PORT, AG","2016-04-17","0.00","68","71","64"
"AGM00060461","ORAN PORT, AG","2016-04-18","0.00","66","72","63"
"AGM00060461","ORAN PORT, AG","2016-04-19","0.00","66","69","62"
"AGM00060461","ORAN PORT, AG","2016-04-20","0.08","62","65","59"
"AGM00060461","ORAN PORT, AG","2016-04-21","0.00","63","67","58"
"AGM00060461","ORAN PORT, AG","2016-04-22","0.00","65","67","62"
"AGM00060461","ORAN PORT, AG","2016-04-23","0.00","67",,"58"
"AGM00060461","ORAN PORT, AG","2016-04-24","0.00","67","69","58"
"AGM00060461","ORAN PORT, AG","2016-04-25","0.00","66","71","60"
"AGM00060461","ORAN PORT, AG","2016-04-26","0.00","66","69","59"
"AGM00060461","ORAN PORT, AG","2016-04-27","0.00","66","69","60"
"AGM00060461","ORAN PORT, AG","2016-04-28","0.00","68","74","64"
"AGM00060461","ORAN PORT, AG","2016-04-29","0.00","65","67","63"
"AGM00060461","ORAN PORT, AG","2016-04-30","0.00","65","68","63"
"AGM00060461","ORAN PORT, AG","2016-05-01","0.00","64","67","61"
"AGM00060461","ORAN PORT, AG","2016-05-02","0.00","62","66","57"
"AGM00060461","ORAN PORT, AG","2016-05-03","0.00","67","71","60"
"AGM00060461","ORAN PORT, AG","2016-05-04","0.00","65","68","62"
"AGM00060461","ORAN PORT, AG","2016-05-05","0.00","65","68","63"
"AGM00060461","ORAN PORT, AG","2016-05-06","0.00","63","65",
"AGM00060461","ORAN PORT, AG","2016-05-07","0.20","66","70","60"
"AGM00060461","ORAN PORT, AG","2016-05-08","0.00","67","69","64"
"AGM00060461","ORAN PORT, AG","2016-05-09","0.00","66","69","63"
"AGM00060461","ORAN PORT, AG","2016-05-10","0.00","67","74","63"
"AGM00060461","ORAN PORT, AG","2016-05-11","0.20","65","68","59"
"AGM00060461","ORAN PORT, AG","2016-05-12","0.01","67","71","61"
"AGM00060461","ORAN PORT, AG","2016-05-13","0.00","66","69","62"
"AGM00060461","ORAN PORT, AG","2016-05-14","0.00","67","70","62"
"AGM00060461","ORAN PORT, AG","2016-05-15","0.00","68","72","61"
"AGM00060461","ORAN PORT, AG","2016-05-16","0.00","68","71","61"
"AGM00060461","ORAN PORT, AG","2016-05-17","0.00","70","76","62"
"AGM00060461","ORAN PORT, AG","2016-05-18","0.00","67","69","65"
"AGM00060461","ORAN PORT, AG","2016-05-19","0.00","68","71","60"
"AGM00060461","ORAN PORT, AG","2016-05-20","0.00","70","73","65"
"AGM00060461","ORAN PORT, AG","2016-05-21","0.00","70","76","63"
"AGM00060461","ORAN PORT, AG","2016-05-22","0.00","73","81","65"
"AGM00060461","ORAN PORT, AG","2016-05-23","0.00","70","75",
"AGM00060461","ORAN PORT, AG","2016-05-24","0.00","68","69","64"
"AGM00060461","ORAN PORT, AG","2016-05-25","0.00","72","75","65"
"AGM00060461","ORAN PORT, AG","2016-05-26","0.00","71","74","67"
"AGM00060461","ORAN PORT, AG","2016-05-27","0.00","72","75","67"
"AGM00060461","ORAN PORT, AG","2016-05-28","0.00","75","79","69"
"AGM00060461","ORAN PORT, AG","2016-05-29","0.00","71","73","65"
"AGM00060461","ORAN PORT, AG","2016-05-30","0.00","70","73","64"
"AGM00060461","ORAN PORT, AG","2016-05-31","0.00","70","72","64"
"AGM00060461","ORAN PORT, AG","2016-06-01","0.00","72","76","64"
"AGM00060461","ORAN PORT, AG","2016-06-02","0.00","75","79","71"
"AGM00060461","ORAN PORT, AG","2016-06-03","0.00","73","77","68"
"AGM00060461","ORAN PORT, AG","2016-06-04","0.00","76","79","70"
"AGM00060461","ORAN PORT, AG","2016-06-05","0.00","72","74","66"
"AGM00060461","ORAN PORT, AG","2016-06-06","0.00","72","75","66"
"AGM00060461","ORAN PORT, AG","2016-06-07","0.00","71","74","67"
"AGM00060461","ORAN PORT, AG","2016-06-08","0.00","72","74","67"
"AGM00060461","ORAN PORT, AG","2016-06-09","0.00","72","75","69"
"AGM00060461","ORAN PORT, AG","2016-06-10","0.00","82","89","69"
"AGM00060461","ORAN PORT, AG","2016-06-11","0.00","78","83","73"
"AGM00060461","ORAN PORT, AG","2016-06-12","0.00","74","77","67"
"AGM00060461","ORAN PORT, AG","2016-06-13","0.00","85","92","68"
"AGM00060461","ORAN PORT, AG","2016-06-14","0.00","86","91","81"
"AGM00060461","ORAN PORT, AG","2016-06-15","0.00","79","83",
"AGM00060461","ORAN PORT, AG","2016-06-16","0.00","72","74","68"
"AGM00060461","ORAN PORT, AG","2016-06-17","0.00","71","76","65"
"AGM00060461","ORAN PORT, AG","2016-06-18","0.00","72","75","66"
"AGM00060461","ORAN PORT, AG","2016-06-19","0.00","72","74","69"
"AGM00060461","ORAN PORT, AG","2016-06-20","0.00","73","78","68"
"AGM00060461","ORAN PORT, AG","2016-06-21","0.00","72","75","67"
"AGM00060461","ORAN PORT, AG","2016-06-22","0.00","73","75","67"
"AGM00060461","ORAN PORT, AG","2016-06-23","0.00","73","75","69"
"AGM00060461","ORAN PORT, AG","2016-06-24","0.00","72","75","69"
"AGM00060461","ORAN PORT, AG","2016-06-25","0.00","73","74","69"
"AGM00060461","ORAN PORT, AG","2016-06-26","0.02","77","87","70"
"AGM00060461","ORAN PORT, AG","2016-06-27","0.01","74","75","72"
"AGM00060461","ORAN PORT, AG","2016-06-28","0.00","73","74","71"
"AGM00060461","ORAN PORT, AG","2016-06-29","0.08","74","81","73"
"AGM00060461","ORAN PORT, AG","2016-06-30","0.00","74","76","70"
"AGM00060461","ORAN PORT, AG","2016-07-01","0.00","75","78","67"
"AGM00060461","ORAN PORT, AG","2016-07-02","0.00","76","79",
"AGM00060461","ORAN PORT, AG","2016-07-03","0.00","74","76","72"
"AGM00060461","ORAN PORT, AG","2016-07-04","0.00","78","83","74"
"AGM00060461","ORAN PORT, AG","2016-07-05","0.00","74","77","72"
"AGM00060461","ORAN PORT, AG","2016-07-06","0.00","75","76","72"
"AGM00060461","ORAN PORT, AG","2016-07-07","0.00","75","79","73"
"AGM00060461","ORAN PORT, AG","2016-07-08","0.00","75","78","72"
"AGM00060461","ORAN PORT, AG","2016-07-09","0.00","76","78","72"
"AGM00060461","ORAN PORT, AG","2016-07-10","0.00","76","78","73"
"AGM00060461","ORAN PORT, AG","2016-07-11","0.00","76","78","72"
"AGM00060461","ORAN PORT, AG","2016-07-12","0.00","78","82","72"
"AGM00060461","ORAN PORT, AG","2016-07-13","0.00","78","82","76"
"AGM00060461","ORAN PORT, AG","2016-07-14","0.00","76","78","72"
"AGM00060461","ORAN PORT, AG","2016-07-15","0.00","75","78","73"
"AGM00060461","ORAN PORT, AG","2016-07-16","0.00","72","75","68"
"AGM00060461","ORAN PORT, AG","2016-07-17","0.00","72","74","68"
"AGM00060461","ORAN PORT, AG","2016-07-18","0.00","73","81","69"
"AGM00060461","ORAN PORT, AG","2016-07-19","0.00","73","75","70"
"AGM00060461","ORAN PORT, AG","2016-07-20","0.00","74","76","71"
"AGM00060461","ORAN PORT, AG","2016-07-21","0.00","75","80","71"
"AGM00060461","ORAN PORT, AG","2016-07-22","0.00","84","92","75"
"AGM00060461","ORAN PORT, AG","2016-07-23","0.00","76","80","71"
"AGM00060461","ORAN PORT, AG","2016-07-24","0.00","76","79","72"
"AGM00060461","ORAN PORT, AG","2016-07-25","0.00","78","83","71"
"AGM00060461","ORAN PORT, AG","2016-07-26","0.00","79","87","72"
"AGM00060461","ORAN PORT, AG","2016-07-27","0.00","76","79","73"
"AGM00060461","ORAN PORT, AG","2016-07-28","0.00","77","80","73"
"AGM00060461","ORAN PORT, AG","2016-07-29","0.00","78","80","75"
"AGM00060461","ORAN PORT, AG","2016-07-30","0.00","79","81","74"
"AGM00060461","ORAN PORT, AG","2016-07-31","0.00","85","97","78"
"AGM00060461","ORAN PORT, AG","2016-08-01","0.00","83","96","80"
"AGM00060461","ORAN PORT, AG","2016-08-02","0.00","78","80","75"
"AGM00060461","ORAN PORT, AG","2016-08-03","0.00","79","81","75"
"AGM00060461","ORAN PORT, AG","2016-08-04","0.00","80","82","75"
"AGM00060461","ORAN PORT, AG","2016-08-05","0.00","83","89",
"AGM00060461","ORAN PORT, AG","2016-08-06","0.00","79","82","76"
"AGM00060461","ORAN PORT, AG","2016-08-07","0.00","76","78","73"
"AGM00060461","ORAN PORT, AG","2016-08-08","0.00","76","78","72"
"AGM00060461","ORAN PORT, AG","2016-08-09","0.00","76","78","71"
"AGM00060461","ORAN PORT, AG","2016-08-10","0.00","77","80","74"
"AGM00060461","ORAN PORT, AG","2016-08-11","0.00","76","77","73"
"AGM00060461","ORAN PORT, AG","2016-08-12","0.00","74","77","72"
"AGM00060461","ORAN PORT, AG","2016-08-13","0.00","73","75","69"
"AGM00060461","ORAN PORT, AG","2016-08-14","0.00","74","76","70"
"AGM00060461","ORAN PORT, AG","2016-08-15","0.00","75","77","72"
"AGM00060461","ORAN PORT, AG","2016-08-16","0.00","78","82","75"
"AGM00060461","ORAN PORT, AG","2016-08-17","0.00","78","83","74"
"AGM00060461","ORAN PORT, AG","2016-08-18","0.00","83","87","73"
"AGM00060461","ORAN PORT, AG","2016-08-19","0.00","82","89","77"
"AGM00060461","ORAN PORT, AG","2016-08-20","0.00","84","90","79"
"AGM00060461","ORAN PORT, AG","2016-08-21","0.00","80","84","78"
"AGM00060461","ORAN PORT, AG","2016-08-22","0.00","78","81","76"
"AGM00060461","ORAN PORT, AG","2016-08-23","0.00","77","80","74"
"AGM00060461","ORAN PORT, AG","2016-08-24","0.00","76","78","73"
"AGM00060461","ORAN PORT, AG","2016-08-25","0.00","76","78","73"
"AGM00060461","ORAN PORT, AG","2016-08-26","0.00","77","79","74"
"AGM00060461","ORAN PORT, AG","2016-08-27","0.00","78","80","73"
"AGM00060461","ORAN PORT, AG","2016-08-28","0.00","77","79","70"
"AGM00060461","ORAN PORT, AG","2016-08-29","0.00","78","80","72"
"AGM00060461","ORAN PORT, AG","2016-08-30","0.00","78","81","73"
"AGM00060461","ORAN PORT, AG","2016-08-31","0.00","78","81","75"
"AGM00060461","ORAN PORT, AG","2016-09-01","0.31","77","80","76"
"AGM00060461","ORAN PORT, AG","2016-09-02","0.00","77","79","75"
"AGM00060461","ORAN PORT, AG","2016-09-03","0.00","78","80","74"
"AGM00060461","ORAN PORT, AG","2016-09-04","0.00","80","84","73"
"AGM00060461","ORAN PORT, AG","2016-09-05","0.00","81","86","76"
"AGM00060461","ORAN PORT, AG","2016-09-06","0.00","81","90","77"
"AGM00060461","ORAN PORT, AG","2016-09-07","0.00","80","82","74"
"AGM00060461","ORAN PORT, AG","2016-09-08","0.00","79","83","75"
"AGM00060461","ORAN PORT, AG","2016-09-09","0.00","79","83","73"
"AGM00060461","ORAN PORT, AG","2016-09-10","0.00","79","83","70"
"AGM00060461","ORAN PORT, AG","2016-09-11","0.00","79","83","73"
"AGM00060461","ORAN PORT, AG","2016-09-12","0.00","81","84","75"
"AGM00060461","ORAN PORT, AG","2016-09-13","0.00","80","83","76"
"AGM00060461","ORAN PORT, AG","2016-09-14","0.00","76","78","74"
"AGM00060461","ORAN PORT, AG","2016-09-15","0.00","74","77","68"
"AGM00060461","ORAN PORT, AG","2016-09-16","0.00","75","78","66"
"AGM00060461","ORAN PORT, AG","2016-09-17","0.00","76","81","68"
"AGM00060461","ORAN PORT, AG","2016-09-18","0.00","77","81","71"
"AGM00060461","ORAN PORT, AG","2016-09-19","0.00","76","80","69"
"AGM00060461","ORAN PORT, AG","2016-09-20","0.01","73","76","69"
"AGM00060461","ORAN PORT, AG","2016-09-21","0.00","79","85","70"
"AGM00060461","ORAN PORT, AG","2016-09-22","0.00","74","78","71"
"AGM00060461","ORAN PORT, AG","2016-09-23","0.03","75","78","67"
"AGM00060461","ORAN PORT, AG","2016-09-24","0.00","77","80","72"
"AGM00060461","ORAN PORT, AG","2016-09-25","0.00","76","81","72"
"AGM00060461","ORAN PORT, AG","2016-09-26","0.00","77","82","71"
"AGM00060461","ORAN PORT, AG","2016-09-27","0.00","76","79","74"
"AGM00060461","ORAN PORT, AG","2016-09-28","0.00","74","78",
"AGM00060461","ORAN PORT, AG","2016-09-29","0.00","75","81","70"
"AGM00060461","ORAN PORT, AG","2016-09-30","0.00","76","80","72"
"AGM00060461","ORAN PORT, AG","2016-10-01","0.00","74","78","70"
"AGM00060461","ORAN PORT, AG","2016-10-03","0.00","76","80","69"
"AGM00060461","ORAN PORT, AG","2016-10-04","0.00","75","78","70"
"AGM00060461","ORAN PORT, AG","2016-10-05","0.01","75","78","72"
"AGM00060461","ORAN PORT, AG","2016-10-06","0.00","74","78","71"
"AGM00060461","ORAN PORT, AG","2016-10-07","0.00","74","77","67"
"AGM00060461","ORAN PORT, AG","2016-10-08","0.00","76","81","69"
"AGM00060461","ORAN PORT, AG","2016-10-09","0.00","74","78","70"
"AGM00060461","ORAN PORT, AG","2016-10-10","0.00","72","77","66"
"AGM00060461","ORAN PORT, AG","2016-10-11","0.00","71","75","65"
"AGM00060461","ORAN PORT, AG","2016-10-12","0.00","70","75","64"
"AGM00060461","ORAN PORT, AG","2016-10-13","0.00","69","72",
"AGM00060461","ORAN PORT, AG","2016-10-14","0.01","71","76","65"
"AGM00060461","ORAN PORT, AG","2016-10-15","0.00","71","77","66"
"AGM00060461","ORAN PORT, AG","2016-10-16","0.00","71","75","66"
"AGM00060461","ORAN PORT, AG","2016-10-17","0.00","71","76","66"
"AGM00060461","ORAN PORT, AG","2016-10-18","0.00","72","75","68"
"AGM00060461","ORAN PORT, AG","2016-10-19","0.00","73","75","70"
"AGM00060461","ORAN PORT, AG","2016-10-20","0.00","73","76","69"
"AGM00060461","ORAN PORT, AG","2016-10-21","0.00","73","77","70"
"AGM00060461","ORAN PORT, AG","2016-10-22","0.00","72","74","70"
"AGM00060461","ORAN PORT, AG","2016-10-23","0.00","74","78","68"
"AGM00060461","ORAN PORT, AG","2016-10-24","0.00","74","85","72"
"AGM00060461","ORAN PORT, AG","2016-10-25","0.00","81","91",
"AGM00060461","ORAN PORT, AG","2016-10-26","0.00","78","89",
"AGM00060461","ORAN PORT, AG","2016-10-27","0.00","74","76","70"
"AGM00060461","ORAN PORT, AG","2016-10-28","0.00","72","74","70"
"AGM00060461","ORAN PORT, AG","2016-10-29","0.00","69","72","66"
"AGM00060461","ORAN PORT, AG","2016-10-30","0.00","68","73","62"
"AGM00060461","ORAN PORT, AG","2016-10-31","0.00","68","73","61"
"AGM00060461","ORAN PORT, AG","2016-11-01","0.00","68","72","60"
"AGM00060461","ORAN PORT, AG","2016-11-02","0.00","67","73","60"
"AGM00060461","ORAN PORT, AG","2016-11-03","0.00","72","81","65"
"AGM00060461","ORAN PORT, AG","2016-11-04","0.00","70","75","69"
"AGM00060461","ORAN PORT, AG","2016-11-05","0.00","72","76","69"
"AGM00060461","ORAN PORT, AG","2016-11-06","0.00","70","72",
"AGM00060461","ORAN PORT, AG","2016-11-07","0.00","63","65",
"AGM00060461","ORAN PORT, AG","2016-11-08","0.47","60","64","52"
"AGM00060461","ORAN PORT, AG","2016-11-09","0.02","62","67","54"
"AGM00060461","ORAN PORT, AG","2016-11-10","0.00","64","70","58"
"AGM00060461","ORAN PORT, AG","2016-11-11","0.00","63","67","56"
"AGM00060461","ORAN PORT, AG","2016-11-12","0.00","62","67","55"
"AGM00060461","ORAN PORT, AG","2016-11-13","0.00","62","67","55"
"AGM00060461","ORAN PORT, AG","2016-11-14","0.00","63","69","56"
"AGM00060461","ORAN PORT, AG","2016-11-15","0.08","61","64",
"AGM00060461","ORAN PORT, AG","2016-11-16","1.34","63","64","59"
"AGM00060461","ORAN PORT, AG","2016-11-17","0.01","62","65",
"AGM00060461","ORAN PORT, AG","2016-11-18","0.00","62","66","54"
"AGM00060461","ORAN PORT, AG","2016-11-19","0.00","63","71","53"
"AGM00060461","ORAN PORT, AG","2016-11-20","0.00","64","70","57"
"AGM00060461","ORAN PORT, AG","2016-11-21","0.00","68","76","60"
"AGM00060461","ORAN PORT, AG","2016-11-22","0.00","67","81","60"
"AGM00060461","ORAN PORT, AG","2016-11-23","0.47","59","64","53"
"AGM00060461","ORAN PORT, AG","2016-11-24","0.16","57","63",
"AGM00060461","ORAN PORT, AG","2016-11-25","0.28","60","69","51"
"AGM00060461","ORAN PORT, AG","2016-11-26","0.00","65","71","58"
"AGM00060461","ORAN PORT, AG","2016-11-27","0.00","63","68","58"
"AGM00060461","ORAN PORT, AG","2016-11-28","0.00","59","62","58"
"AGM00060461","ORAN PORT, AG","2016-11-29","0.16","61","65","55"
"AGM00060461","ORAN PORT, AG","2016-11-30","0.00","64","69","58"
"AGM00060461","ORAN PORT, AG","2016-12-01","0.00","65","70","62"
"AGM00060461","ORAN PORT, AG","2016-12-02","0.00","61","65",
"AGM00060461","ORAN PORT, AG","2016-12-03","0.00","62","67","59"
"AGM00060461","ORAN PORT, AG","2016-12-04","0.03","64","65","62"
"AGM00060461","ORAN PORT, AG","2016-12-05","0.03","63","69","59"
"AGM00060461","ORAN PORT, AG","2016-12-06","0.02","63","64","59"
"AGM00060461","ORAN PORT, AG","2016-12-07","0.31","64","65","62"
"AGM00060461","ORAN PORT, AG","2016-12-08","0.00","64","66","62"
"AGM00060461","ORAN PORT, AG","2016-12-09","0.28","62","67",
"AGM00060461","ORAN PORT, AG","2016-12-10","0.00","63","68","58"
"AGM00060461","ORAN PORT, AG","2016-12-11","0.00","59","65",
"AGM00060461","ORAN PORT, AG","2016-12-12","0.00","60","63","56"
"AGM00060461","ORAN PORT, AG","2016-12-13","0.00","60","65","54"
